,Price,Condo,Size,Rooms,Toilets,Suites,Parking,Elevator,Furnished,Swimming Pool,District,Latitude,Longitude
1380,2500,750,80,3,2,1,1,0,0,1,Saúde/São Paulo,-23.615805,-46.632764
1381,2000,905,64,2,2,1,1,1,1,1,Saúde/São Paulo,-23.6151,-46.629578
1382,1600,760,52,2,2,1,2,1,0,1,Saúde/São Paulo,-23.613737,-46.624575
1383,1600,900,45,1,2,1,1,1,1,1,Saúde/São Paulo,-23.611433,-46.630555
1384,2865,815,67,2,2,1,1,0,1,1,Saúde/São Paulo,-23.615193,-46.635853
1385,1800,630,60,2,2,1,1,1,0,1,Saúde/São Paulo,-23.622699,-46.639436
1386,1800,820,55,2,2,1,1,0,0,0,Saúde/São Paulo,-23.620837,-46.63709
1387,1700,665,65,2,2,1,1,1,0,0,Saúde/São Paulo,-23.621285,-46.641742
1388,1900,860,55,2,2,1,1,0,0,1,Saúde/São Paulo,-23.62262,-46.639203
1389,2000,500,62,2,2,1,1,1,0,0,Saúde/São Paulo,-23.620855,-46.617002
1390,3000,980,99,3,3,1,3,1,0,1,Saúde/São Paulo,-23.616971,-46.632541
1391,1900,653,59,2,2,1,1,0,1,0,Saúde/São Paulo,-23.612641,-46.633363
1392,1800,750,48,2,2,1,1,0,0,1,Saúde/São Paulo,-23.607877,-46.630507
1393,1250,300,45,1,2,1,1,0,0,0,Saúde/São Paulo,-23.617496,-46.634975
1394,2000,480,65,2,2,1,1,1,0,1,Saúde/São Paulo,-23.620855,-46.617002
1395,1690,515,60,2,2,1,1,1,0,1,Saúde/São Paulo,-23.615464,-46.63413
1396,2200,600,54,2,2,1,2,1,1,1,Saúde/São Paulo,-23.620855,-46.617002
1397,4000,1079,115,4,5,2,4,0,0,1,Saúde/São Paulo,-23.612428,-46.635146
1398,2500,750,80,3,2,1,2,0,0,1,Saúde/São Paulo,-23.615805,-46.632764
1399,1500,700,64,2,2,1,1,0,0,1,Saúde/São Paulo,-23.622574,-46.641705
1400,1600,917,53,2,2,1,1,1,0,1,Saúde/São Paulo,-23.616537,-46.642564
1401,1700,600,60,2,2,1,1,1,0,0,Saúde/São Paulo,-23.609199,-46.632536
1402,3500,1007,93,3,2,1,2,0,0,1,Saúde/São Paulo,-23.625409,-46.624245
1403,2100,750,65,2,2,1,2,0,1,1,Saúde/São Paulo,-23.620855,-46.617002
1404,2000,700,75,2,2,1,1,1,0,0,Saúde/São Paulo,-23.61945,-46.636102
1405,2200,800,78,3,2,1,1,1,0,1,Saúde/São Paulo,-23.614447,-46.636304
1406,2000,790,74,3,2,1,1,1,0,0,Saúde/São Paulo,-23.614254,-46.642544
1407,1700,350,49,2,2,1,1,1,0,1,Socorro/São Paulo,-23.674536,-46.715107
1408,1800,0,83,2,2,1,1,1,0,0,Socorro/São Paulo,-23.686913,-46.702276
1409,1700,320,60,2,2,1,1,1,1,0,Socorro/São Paulo,-23.674403,-46.714611
1410,1400,680,72,3,2,1,1,1,0,0,Socorro/São Paulo,-23.690717,-46.699765
1411,1370,630,75,3,2,1,1,1,0,0,Socorro/São Paulo,-23.690717,-46.699765
1412,1050,500,50,2,2,1,1,1,0,1,Socorro/São Paulo,-23.679026,-46.708373
1413,1700,0,55,2,2,1,1,1,0,0,Socorro/São Paulo,-23.672428,-46.713773
1414,1400,680,75,3,2,1,1,1,1,0,Socorro/São Paulo,-23.690717,-46.699765
1415,1600,350,49,2,2,1,1,1,0,1,Socorro/São Paulo,-23.674536,-46.715107
1416,1050,450,50,2,2,1,1,1,0,0,Socorro/São Paulo,-23.670655,-46.72106
1417,1580,0,60,2,2,1,1,1,0,0,Socorro/São Paulo,-23.669966,-46.721914
1418,1800,307,83,3,2,1,1,0,0,0,Socorro/São Paulo,-23.686913,-46.702276
1419,1300,600,75,3,2,1,1,1,0,1,Socorro/São Paulo,-23.689616,-46.698819
1420,1600,400,55,2,2,1,1,0,0,0,Socorro/São Paulo,-23.674403,-46.714611
1421,1300,0,70,2,2,1,1,1,0,0,Socorro/São Paulo,-23.672966,-46.711673
1422,1390,1,35,1,2,1,1,0,0,0,Socorro/São Paulo,-23.670022,-46.714796
1423,1400,700,75,3,2,1,1,1,0,1,Socorro/São Paulo,-23.689834,-46.700382
1424,2000,0,70,3,2,1,1,1,0,0,Socorro/São Paulo,-23.690551,-46.700091
1425,2200,640,74,3,2,1,1,1,0,0,Socorro/São Paulo,-23.690717,-46.699765
1426,1800,400,52,2,2,1,1,1,1,1,Socorro/São Paulo,-23.674069,-46.716556
1427,1100,480,50,2,2,1,1,1,0,0,Socorro/São Paulo,-23.669143,-46.722027
1428,1700,320,65,2,2,1,1,0,1,0,Socorro/São Paulo,-23.674393,-46.71402
1429,1400,680,73,3,2,1,1,0,0,0,Socorro/São Paulo,-23.690717,-46.699765
1430,1400,640,74,3,2,1,1,0,0,0,Socorro/São Paulo,-23.690551,-46.700091
1431,1500,700,73,3,2,1,1,0,0,0,Socorro/São Paulo,-23.690717,-46.699765
1432,4500,1200,134,3,5,3,2,0,0,1,Socorro/São Paulo,-23.673451,-46.697223
1433,1400,560,75,3,2,1,1,1,0,0,Socorro/São Paulo,-23.670655,-46.72106
1434,1760,350,52,2,2,1,1,0,0,0,Socorro/São Paulo,-23.674536,-46.715107
1435,1900,537,52,2,2,1,1,1,0,1,Socorro/São Paulo,-23.679026,-46.708373
1436,1460,340,50,2,2,1,1,1,0,1,Socorro/São Paulo,-23.674536,-46.715107
1437,1380,620,75,3,2,1,1,0,0,0,Socorro/São Paulo,-23.669143,-46.722027
1438,1800,310,83,3,2,1,1,1,0,0,Socorro/São Paulo,-23.686913,-46.702276
1439,1400,442,52,2,2,1,1,1,0,0,Socorro/São Paulo,-23.679101,-46.708413
1440,1800,275,83,3,2,1,1,0,0,0,Socorro/São Paulo,-23.686913,-46.702276
1441,1800,275,83,3,2,1,1,1,0,0,Socorro/São Paulo,-23.686913,-46.702276
1442,1800,50,83,3,2,1,1,1,0,0,Socorro/São Paulo,-23.686913,-46.702276
1443,2500,440,55,2,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.628076,-46.740218
1444,2500,1090,120,3,2,1,2,1,1,1,Vila Andrade/São Paulo,-23.637261,-46.738329
1445,1200,808,45,1,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.627312,-46.733091
1446,3000,2075,196,3,5,3,3,0,0,0,Vila Andrade/São Paulo,-23.623707,-46.737871
1447,3800,1625,145,1,3,1,2,1,1,1,Vila Andrade/São Paulo,-23.623642,-46.735099
1448,13990,1800,200,3,5,3,4,1,1,1,Vila Andrade/São Paulo,-23.629999,-46.730794
1449,1500,822,70,2,2,1,2,1,0,1,Vila Andrade/São Paulo,-23.632342,-46.738971
1450,4800,2408,243,4,5,4,4,0,0,1,Vila Andrade/São Paulo,-23.62957,-46.719437
1451,1650,900,65,1,2,1,1,1,1,1,Vila Andrade/São Paulo,-23.634445,-46.731907
1452,1800,0,47,2,2,1,1,0,0,1,Vila Andrade/São Paulo,-23.627557,-46.747131
1453,7400,2500,211,3,5,3,3,1,0,1,Vila Andrade/São Paulo,-23.632975,-46.732906
1454,2100,550,58,2,2,1,1,0,0,1,Vila Andrade/São Paulo,-23.626041,-46.7436
1455,3000,1000,126,3,4,3,3,1,0,1,Vila Andrade/São Paulo,-23.628025,-46.734246
1456,3000,980,110,3,4,1,2,1,0,1,Vila Andrade/São Paulo,-23.63129,-46.731776
1457,2500,950,96,3,3,1,2,1,1,1,Vila Andrade/São Paulo,-23.635316,-46.734395
1458,2700,532,66,3,2,1,2,0,0,1,Vila Andrade/São Paulo,-23.627557,-46.747131
1459,2700,0,57,2,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.632483,-46.729565
1460,3900,1,67,2,2,1,1,1,1,1,Vila Andrade/São Paulo,-23.629496,-46.740082
1461,1500,1780,99,3,3,1,2,1,0,0,Vila Andrade/São Paulo,-23.635475,-46.734154
1462,2800,850,103,2,3,2,2,1,0,1,Vila Andrade/São Paulo,-23.631415,-46.739864
1463,2400,636,71,2,2,1,2,1,0,1,Vila Andrade/São Paulo,-23.625893,-46.742146
1464,1590,790,45,1,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.627312,-46.733091
1465,1500,700,58,1,2,1,2,0,1,1,Vila Andrade/São Paulo,-23.625157,-46.732107
1466,3300,1100,130,4,5,4,3,0,0,0,Vila Andrade/São Paulo,-23.627068,-46.734509
1467,2100,770,71,2,2,1,2,0,0,1,Vila Andrade/São Paulo,-23.625893,-46.742146
1468,1650,660,38,1,2,1,1,0,0,1,Vila Andrade/São Paulo,-23.626381,-46.740652
1469,1500,700,50,2,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.630376,-46.734363
1470,3500,750,133,3,4,3,2,1,0,1,Vila Andrade/São Paulo,-23.622908,-46.744033
1471,2400,600,87,2,3,2,2,0,0,0,Vila Andrade/São Paulo,-23.625366,-46.742746
1472,1800,890,68,3,2,1,2,1,1,1,Vila Andrade/São Paulo,-23.639071,-46.735079
1473,2100,780,83,3,2,1,2,0,0,1,Vila Andrade/São Paulo,-23.628859,-46.740383
1474,1836,284,51,2,2,1,1,1,0,1,Vila Andrade/São Paulo,-23.624675,-46.739651
1475,2300,800,87,2,2,1,2,1,0,1,Vila Andrade/São Paulo,-23.628962,-46.743094
1476,1600,718,64,2,2,1,2,0,0,1,Vila Andrade/São Paulo,-23.624423,-46.735741
1477,4000,1000,107,2,3,2,2,1,0,1,Vila Andrade/São Paulo,-23.623658,-46.739636
1478,1600,980,40,1,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.580615,-46.641414
1479,3000,830,76,3,2,1,2,1,0,1,Vila Mariana/São Paulo,-23.599286,-46.630856
1480,1600,656,55,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.597247,-46.628647
1481,5300,1485,119,3,2,1,4,1,1,1,Vila Mariana/São Paulo,-23.581824,-46.647415
1482,4000,780,62,2,2,1,2,1,0,1,Vila Mariana/São Paulo,-23.583539,-46.634464
1483,2500,700,46,1,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.589581,-46.626995
1484,2250,850,35,1,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.59566,-46.648431
1485,3700,1420,137,3,3,1,1,1,1,1,Vila Mariana/São Paulo,-23.57852,-46.63873
1486,3200,646,40,1,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.585891,-46.640023
1487,1900,680,70,3,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.597228,-46.626561
1488,2100,656,55,2,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.601722,-46.631003
1489,1800,430,40,1,2,1,1,0,0,0,Vila Mariana/São Paulo,-23.589613,-46.633262
1490,2100,656,55,2,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.601722,-46.631003
1491,2500,902,107,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.586853,-46.642529
1492,3400,0,44,1,2,1,1,0,0,1,Vila Mariana/São Paulo,-23.589581,-46.626995
1493,1850,714,60,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.578917,-46.635261
1494,4900,950,70,2,2,1,2,0,1,1,Vila Mariana/São Paulo,-23.585642,-46.638439
1495,1900,966,85,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.57798,-46.63571
1496,2000,180,70,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.58803,-46.631357
1497,3600,1200,80,3,2,1,2,0,1,1,Vila Mariana/São Paulo,-23.586532,-46.629976
1498,2700,181,186,3,2,1,1,0,0,0,Vila Mariana/São Paulo,-23.579947,-46.65121
1499,20000,2000,222,4,4,3,4,0,1,1,Vila Mariana/São Paulo,-23.591272,-46.639259
1500,1500,620,35,1,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.583449,-46.631977
1501,2000,620,35,1,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.582423,-46.630168
1502,2500,500,45,1,2,1,1,0,1,1,Vila Mariana/São Paulo,-23.586055,-46.63353
1503,2300,680,68,2,2,1,1,0,0,1,Vila Mariana/São Paulo,-23.584684,-46.643942
1504,4500,0,148,3,5,3,2,0,0,0,Vila Mariana/São Paulo,-23.581886,-46.61879
1505,2500,830,53,2,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.598033,-46.632484
1506,3300,1100,90,3,3,1,2,1,0,1,Vila Mariana/São Paulo,-23.582762,-46.649552
1507,10500,2780,161,4,4,3,4,1,0,1,Vila Mariana/São Paulo,-23.588637,-46.647358
1508,2200,805,92,3,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.597763,-46.635125
1509,8100,2300,157,3,4,3,3,0,0,0,Vila Mariana/São Paulo,-23.588359,-46.644179
1510,5200,1160,86,2,2,1,2,0,0,1,Vila Mariana/São Paulo,-23.583284,-46.629697
1511,5500,1650,109,2,4,2,2,0,0,1,Vila Mariana/São Paulo,-23.580897,-46.646711
1512,14000,5000,290,4,6,4,4,1,0,1,Vila Mariana/São Paulo,-23.581096,-46.652845
1513,15000,3200,277,4,6,4,4,1,0,1,Vila Mariana/São Paulo,-23.576177,-46.634277
1514,2700,650,35,1,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.595646,-46.641108
1515,1300,800,85,2,2,1,1,0,0,0,Vila Mariana/São Paulo,-23.603896,-46.621129
1516,5800,1000,90,2,3,2,2,0,1,1,Vila Mariana/São Paulo,-23.588635,-46.642081
1517,25000,3320,222,4,5,4,9,1,0,1,Vila Mariana/São Paulo,-23.593954,-46.639542
1518,2000,650,52,1,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.582423,-46.630168
1519,6000,1450,180,4,4,2,2,0,0,1,Vila Mariana/São Paulo,-23.585998,-46.645035
1520,2200,564,70,3,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.604027,-46.620859
1521,5500,1650,109,2,3,2,4,1,0,1,Vila Mariana/São Paulo,-23.580897,-46.646711
1522,3600,350,45,1,2,1,1,1,1,1,Vila Mariana/São Paulo,-23.589581,-46.626995
1523,3100,1260,100,3,2,1,3,0,0,1,Vila Mariana/São Paulo,-23.606592,-46.6356
1524,5500,3000,230,3,4,3,5,0,0,1,Vila Mariana/São Paulo,-23.594701,-46.632258
1525,10500,2780,160,3,5,3,4,1,0,1,Vila Mariana/São Paulo,-23.588637,-46.647358
1526,19000,2100,222,4,6,4,4,1,1,1,Vila Mariana/São Paulo,-23.593954,-46.639542
1527,5900,1400,110,2,3,2,1,0,0,1,Vila Mariana/São Paulo,-23.587614,-46.632497
1528,8000,2754,220,4,5,3,3,1,1,1,Vila Mariana/São Paulo,-23.57821,-46.638708
1529,4500,1100,103,2,3,1,1,0,1,0,Vila Mariana/São Paulo,-23.579318,-46.644378
1530,5000,974,84,2,3,2,2,1,0,1,Vila Mariana/São Paulo,-23.58079,-46.645888
1531,2400,970,82,2,2,1,1,0,0,0,Vila Mariana/São Paulo,-23.57798,-46.63571
1532,2700,407,54,2,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.581319,-46.646441
1533,1800,710,70,2,2,1,1,1,0,0,Vila Mariana/São Paulo,-23.601325,-46.621457
1534,2700,746,60,2,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.585097,-46.642019
1535,6000,2892,220,4,4,3,3,1,1,1,Vila Mariana/São Paulo,-23.578101,-46.638761
1536,12000,2700,161,3,4,3,3,1,1,1,Vila Mariana/São Paulo,-23.58273,-46.647362
1537,3000,1220,152,3,2,1,2,0,0,0,Vila Mariana/São Paulo,-23.574318,-46.632994
1538,2300,1200,55,2,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.57849,-46.635167
1539,4500,1400,105,3,3,1,2,1,1,1,Vila Mariana/São Paulo,-23.588393,-46.6424
1540,2500,800,56,2,2,1,1,1,0,1,Vila Mariana/São Paulo,-23.585145,-46.632005
1541,2200,150,85,2,2,1,1,0,0,0,Vila Mariana/São Paulo,-23.600317,-46.636474
1542,3700,1700,140,3,2,1,2,0,0,1,Vila Mariana/São Paulo,-23.584873,-46.640573
1543,3500,1050,113,3,3,1,1,0,0,0,Vila Mariana/São Paulo,-23.586089,-46.640993
1544,10800,2200,215,3,4,1,3,1,0,1,Vila Mariana/São Paulo,-23.59159,-46.632776
1545,2000,345,64,2,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.598121,-46.742126
1546,1300,384,50,2,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.602035,-46.732406
1547,2400,680,84,3,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.598599,-46.741489
1548,2300,520,64,2,2,1,1,1,1,1,Vila Sônia/São Paulo,-23.598121,-46.742126
1549,2350,370,117,1,2,1,1,0,0,0,Vila Sônia/São Paulo,-23.59464,-46.735756
1550,2000,400,65,2,2,1,1,0,0,0,Vila Sônia/São Paulo,-23.598648,-46.741628
1551,2800,790,103,4,4,1,2,1,0,1,Vila Sônia/São Paulo,-23.598867,-46.741067
1552,2400,500,82,3,2,1,2,1,1,1,Vila Sônia/São Paulo,-23.586991,-46.743823
1553,1800,1100,100,3,4,1,3,1,0,1,Vila Sônia/São Paulo,-23.599186,-46.725351
1554,1300,804,68,3,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.588701,-46.73955
1555,2300,770,82,3,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.597235,-46.742009
1556,10000,1840,200,3,4,3,4,0,1,1,Vila Sônia/São Paulo,-23.59772,-46.724231
1557,3500,0,82,2,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.598121,-46.742126
1558,5000,1750,190,3,5,3,3,1,1,1,Vila Sônia/São Paulo,-23.594362,-46.727764
1559,2800,900,75,2,3,2,2,0,0,0,Vila Sônia/São Paulo,-23.6095,-46.737969
1560,1600,575,60,2,2,1,1,0,0,0,Vila Sônia/São Paulo,-23.6019,-46.743428
1561,1400,693,56,2,2,1,2,0,0,0,Vila Sônia/São Paulo,-23.605938,-46.738788
1562,2100,853,72,3,2,1,2,1,1,1,Vila Sônia/São Paulo,-23.590496,-46.72847
1563,4000,0,102,3,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.610749,-46.738433
1564,2500,800,96,3,2,1,1,0,0,1,Vila Sônia/São Paulo,-23.600864,-46.731811
1565,1000,570,50,2,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.597924,-46.744613
1566,4500,2333,153,4,4,2,3,0,0,1,Vila Sônia/São Paulo,-23.598029,-46.72027
1567,1800,691,80,3,2,1,1,0,0,0,Vila Sônia/São Paulo,-23.610037,-46.737501
1568,2000,650,103,3,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.610843,-46.739209
1569,2500,350,84,3,2,1,2,1,0,1,Vila Sônia/São Paulo,-23.592124,-46.731885
1570,3500,1370,165,4,5,2,2,0,0,1,Vila Sônia/São Paulo,-23.598307,-46.730539
1571,3000,1395,103,2,2,1,1,0,0,0,Vila Sônia/São Paulo,-23.598718,-46.725413
1572,3700,1700,165,3,6,3,2,0,0,1,Vila Sônia/São Paulo,-23.598307,-46.730539
1573,1300,523,50,2,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.602035,-46.732406
1574,1700,1105,95,3,2,1,3,1,0,1,Vila Sônia/São Paulo,-23.601717,-46.725447
1575,6000,0,150,4,5,2,3,1,0,1,Vila Sônia/São Paulo,-23.600646,-46.725449
1576,1200,620,64,3,2,1,1,1,0,0,Vila Sônia/São Paulo,-23.594719,-46.727643
1577,1450,450,48,2,2,1,1,1,0,1,Vila Sônia/São Paulo,-23.596919,-46.750395
1578,1200,491,50,2,2,1,1,0,0,1,Vila Sônia/São Paulo,-23.602035,-46.732406
1579,1800,1153,100,3,2,1,3,1,0,1,Vila Sônia/São Paulo,-23.60136,-46.725676
1580,3200,0,80,3,2,1,2,1,1,1,Vila Sônia/São Paulo,-23.592152,-46.728469
1581,6000,1800,150,3,4,2,3,1,0,1,Alto de Pinheiros/São Paulo,-23.551586,-46.698022
1582,5000,1350,125,3,2,1,2,0,1,1,Alto de Pinheiros/São Paulo,-23.550897,-46.717825
1583,2600,974,76,2,2,1,2,1,1,1,Alto de Pinheiros/São Paulo,-46.715115,-23.540783
1584,5000,0,128,3,4,1,3,0,1,1,Alto de Pinheiros/São Paulo,-23.538675,-46.713429
1585,1800,375,63,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.542356,-46.716573
1586,14000,2500,190,3,5,3,3,1,1,1,Alto de Pinheiros/São Paulo,-23.540681,-46.718211
1587,1800,420,66,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.542555,-46.715714
1588,4500,1600,130,4,3,1,2,1,0,1,Alto de Pinheiros/São Paulo,-23.554946,-46.699511
1589,50000,6800,598,4,7,4,6,1,0,1,Alto de Pinheiros/São Paulo,-23.55069,-46.721691
1590,5500,0,133,3,3,2,3,0,0,1,Alto de Pinheiros/São Paulo,-23.542168,-46.721746
1591,1750,419,66,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.548552,-46.710369
1592,1700,420,71,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.542521,-46.715774
1593,2150,736,80,2,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.541115,-46.699149
1594,4000,2600,170,3,4,1,2,0,0,1,Alto de Pinheiros/São Paulo,-23.541828,-46.718899
1595,3000,750,89,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.539282,-46.716116
1596,2200,420,71,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.542521,-46.715774
1597,5000,0,168,3,3,1,2,0,0,1,Alto de Pinheiros/São Paulo,-23.548552,-46.710369
1598,16500,3613,269,3,4,3,3,1,1,1,Alto de Pinheiros/São Paulo,-23.550752,-46.724845
1599,3000,750,89,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.539282,-46.716116
1600,5500,2500,170,3,3,1,2,1,0,1,Alto de Pinheiros/São Paulo,-23.541828,-46.718899
1601,2900,978,99,2,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.558985,-46.680084
1602,3500,0,33,1,2,1,1,1,1,1,Alto de Pinheiros/São Paulo,-23.554171,-46.697361
1603,2800,850,95,3,2,1,2,0,0,1,Alto de Pinheiros/São Paulo,-23.537118,-46.718752
1604,1850,402,66,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.548552,-46.710369
1605,3000,750,89,3,2,1,1,1,0,0,Alto de Pinheiros/São Paulo,-23.539282,-46.716116
1606,2750,755,104,3,3,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.541757,-46.698111
1607,5500,2500,165,3,3,1,2,0,0,0,Alto de Pinheiros/São Paulo,-23.541846,-46.719208
1608,3300,1300,120,3,3,1,2,1,0,1,Alto de Pinheiros/São Paulo,-23.539731,-46.712099
1609,15000,4700,377,4,6,4,5,1,0,1,Alto de Pinheiros/São Paulo,-23.551094,-46.718842
1610,11000,2178,190,3,5,3,3,1,0,1,Alto de Pinheiros/São Paulo,-23.548552,-46.710369
1611,1800,402,66,3,2,1,1,1,0,0,Alto de Pinheiros/São Paulo,-23.542356,-46.716573
1612,1700,420,71,3,2,1,1,0,0,0,Alto de Pinheiros/São Paulo,-23.542521,-46.715774
1613,3200,1300,120,3,3,1,2,1,0,1,Alto de Pinheiros/São Paulo,-23.539731,-46.712099
1614,4400,650,74,1,2,1,1,0,0,1,Alto de Pinheiros/São Paulo,-23.542629,-46.69601
1615,12000,2371,220,4,3,2,4,0,0,1,Alto de Pinheiros/São Paulo,-23.553929,-46.714272
1616,4500,1650,155,3,3,1,2,1,0,1,Alto de Pinheiros/São Paulo,-23.537548,-46.718812
1617,2700,737,62,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.521387,-46.653272
1618,1800,500,50,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.521387,-46.653272
1619,1350,120,70,2,2,1,1,1,0,0,Anhanguera/São Paulo,-23.523164,-46.652869
1620,1350,120,70,2,2,1,1,1,0,0,Anhanguera/São Paulo,-23.525234,-46.652882
1621,1350,120,68,2,2,1,1,0,0,0,Anhanguera/São Paulo,-23.525234,-46.652882
1622,1350,120,70,2,2,1,1,1,0,0,Anhanguera/São Paulo,-23.523164,-46.652869
1623,1200,250,40,1,2,1,1,0,0,0,Anhanguera/São Paulo,-23.527602,-46.652814
1624,1200,160,40,1,2,1,1,0,0,0,Anhanguera/São Paulo,-23.527287,-46.652643
1625,1200,140,60,1,2,1,1,0,0,0,Anhanguera/São Paulo,-23.520559,-46.653026
1626,1100,250,40,1,2,1,1,0,0,0,Anhanguera/São Paulo,-23.527675,-46.652994
1627,4700,1000,117,2,4,2,2,0,0,1,Anhanguera/São Paulo,-23.522927,-46.653328
1628,5500,700,145,4,4,2,3,1,0,1,Anhanguera/São Paulo,-23.523268,-46.651777
1629,8000,80,145,4,1,2,3,1,0,1,Anhanguera/São Paulo,-23.523305,-46.651775
1630,5700,800,145,4,5,2,3,1,1,1,Anhanguera/São Paulo,-23.522164,-46.652668
1631,5500,700,145,4,5,2,3,1,1,1,Anhanguera/São Paulo,-23.522164,-46.652668
1632,1400,50,80,3,2,1,1,0,0,0,Anhanguera/São Paulo,-23.52263,-46.650949
1633,4000,600,88,3,2,1,2,1,0,1,Anhanguera/São Paulo,-23.523079,-46.655108
1634,1350,120,60,2,2,1,1,0,0,0,Anhanguera/São Paulo,-23.525234,-46.652882
1635,2900,635,58,2,2,1,1,0,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1636,2500,580,60,2,2,1,1,1,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1637,2900,635,60,2,2,1,1,1,0,0,Anhanguera/São Paulo,-23.522756,-46.655492
1638,1900,650,60,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1639,1900,650,58,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1640,2000,500,60,2,3,1,1,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1641,2250,700,58,2,2,1,1,1,1,0,Anhanguera/São Paulo,-23.522756,-46.655492
1642,2900,450,65,2,2,1,2,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1643,1800,498,58,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1644,2100,630,65,2,2,1,1,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1645,2300,750,60,2,2,1,1,1,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1646,5600,650,145,4,3,2,3,1,0,1,Anhanguera/São Paulo,-23.522756,-46.655492
1647,2900,635,58,2,2,1,1,0,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1648,2900,635,58,2,2,1,1,0,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1649,2250,628,55,2,2,1,1,1,1,0,Anhanguera/São Paulo,-23.522756,-46.655492
1650,2500,640,58,2,2,1,1,1,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1651,2900,635,58,2,2,1,1,0,1,1,Anhanguera/São Paulo,-23.522756,-46.655492
1652,1500,474,48,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.471692,-46.687886
1653,1000,300,48,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.462378,-46.702123
1654,900,520,50,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.471708,-46.687679
1655,890,392,50,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.473337,-46.685929
1656,700,0,62,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.461028,-46.705585
1657,1040,460,48,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.471708,-46.687679
1658,950,450,48,2,2,1,1,0,0,0,Brasilândia/São Paulo,-23.471708,-46.687679
1659,1100,430,49,2,2,1,1,1,0,0,Brasilândia/São Paulo,-23.471708,-46.687679
